timestamp_ms,ax_g,ay_g,az_g
4124,0.559,0.421,0.792
4134,0.585,0.448,0.801
4144,0.599,0.441,0.806
4154,0.606,0.414,0.807
4164,0.62,0.392,0.83
4174,0.638,0.403,0.873
4184,0.656,0.435,0.893
4194,0.656,0.453,0.891
4204,0.668,0.453,0.891
4214,0.674,0.438,0.877
4224,0.685,0.419,0.843
4234,0.686,0.424,0.836
4244,0.68,0.43,0.814
4254,0.654,0.429,0.807
4264,0.636,0.43,0.808
4274,0.62,0.414,0.78
4284,0.609,0.371,0.75
4294,0.604,0.326,0.732
4304,0.611,0.289,0.732
4314,0.625,0.266,0.728
4324,0.64,0.246,0.723
4334,0.648,0.241,0.719
4344,0.663,0.252,0.727
4354,0.668,0.275,0.732
4364,0.662,0.304,0.732
4374,0.653,0.337,0.745
4384,0.643,0.369,0.767
4394,0.637,0.381,0.78
4404,0.618,0.382,0.79
4414,0.597,0.366,0.772
4424,0.581,0.338,0.757
4434,0.572,0.321,0.733
4444,0.57,0.332,0.713
4454,0.573,0.379,0.69
4464,0.578,0.447,0.648
4474,0.585,0.512,0.609
4484,0.595,0.567,0.585
4494,0.609,0.616,0.605
4504,0.623,0.651,0.623
4514,0.639,0.63,0.659
4524,0.658,0.552,0.685
4534,0.688,0.462,0.689
4544,0.723,0.401,0.693
4554,0.749,0.384,0.682
4564,0.758,0.395,0.647
4574,0.755,0.439,0.614
4584,0.75,0.502,0.614
4594,0.751,0.586,0.653
4604,0.748,0.649,0.693
4614,0.746,0.693,0.715
4624,0.722,0.71,0.71
4634,0.676,0.684,0.69
4644,0.613,0.618,0.672
4654,0.56,0.562,0.657
4664,0.504,0.541,0.638
4674,0.455,0.559,0.595
4684,0.423,0.599,0.57
4694,0.415,0.646,0.549
4704,0.427,0.692,0.533
4714,0.465,0.742,0.541
4724,0.515,0.785,0.543
4734,0.573,0.813,0.547
4744,0.624,0.823,0.562
4754,0.662,0.806,0.573
4764,0.684,0.783,0.587
4774,0.689,0.755,0.613
4784,0.683,0.727,0.622
4794,0.668,0.701,0.618
4804,0.661,0.683,0.623
4814,0.657,0.68,0.632
