timestamp_ms,ax_g,ay_g,az_g
5200,0.458,0.51,0.78
5210,0.429,0.441,0.845
5220,0.412,0.422,0.825
5230,0.39,0.392,0.809
5240,0.427,0.431,0.808
5250,0.407,0.447,0.8
5260,0.389,0.464,0.802
5270,0.355,0.472,0.807
5280,0.355,0.472,0.807
5290,0.318,0.475,0.812
5300,0.286,0.478,0.817
5310,0.269,0.496,0.816
5320,0.267,0.507,0.81
5330,0.266,0.514,0.798
5340,0.292,0.504,0.794
5350,0.302,0.486,0.79
5360,0.308,0.463,0.78
5370,0.305,0.46,0.784
5380,0.295,0.475,0.782
5390,0.272,0.494,0.775
5400,0.246,0.501,0.771
5410,0.225,0.5,0.771
5420,0.207,0.498,0.764
5430,0.193,0.486,0.759
5440,0.188,0.476,0.757
5450,0.187,0.471,0.751
5460,0.19,0.465,0.744
5470,0.201,0.464,0.744
5480,0.206,0.471,0.741
5490,0.208,0.479,0.733
5500,0.205,0.487,0.731
5510,0.2,0.493,0.726
5520,0.196,0.501,0.712
5530,0.196,0.494,0.707
5540,0.197,0.481,0.7
5550,0.196,0.462,0.708
5560,0.198,0.448,0.718
5570,0.2,0.439,0.719
5580,0.207,0.456,0.718
5590,0.218,0.483,0.729
5600,0.241,0.507,0.72
5610,0.268,0.51,0.695
5620,0.288,0.492,0.673
5630,0.299,0.455,0.666
5640,0.3,0.419,0.657
5650,0.303,0.4,0.676
5660,0.306,0.405,0.698
5670,0.312,0.412,0.691
5680,0.315,0.409,0.667
5690,0.316,0.4,0.649
5700,0.313,0.378,0.617
5710,0.307,0.348,0.574
5720,0.305,0.316,0.533
5730,0.306,0.298,0.515
5740,0.316,0.294,0.511
5750,0.337,0.311,0.514
5760,0.366,0.346,0.522
5770,0.409,0.393,0.542
5780,0.456,0.431,0.555
5790,0.503,0.454,0.554
5800,0.547,0.45,0.534
5810,0.575,0.427,0.509
5820,0.584,0.396,0.473
5830,0.573,0.373,0.454
5840,0.564,0.372,0.456
5850,0.56,0.392,0.463
5860,0.572,0.403,0.459
5870,0.6,0.401,0.457
5880,0.636,0.391,0.464
5890,0.672,0.37,0.465
5900,0.698,0.348,0.461
5910,0.711,0.314,0.454
5920,0.719,0.293,0.44
5930,0.748,0.289,0.433
5940,0.779,0.303,0.427
5950,0.825,0.325,0.438
5960,0.887,0.359,0.46
5970,0.956,0.387,0.467
5980,1.021,0.395,0.451
5990,1.08,0.398,0.446
6000,1.116,0.393,0.459
6010,1.122,0.374,0.465
6020,1.111,0.348,0.438
6030,1.091,0.338,0.403
6040,1.069,0.352,0.403
6050,1.062,0.367,0.437
